Process code;Routing Type;Item code;Refill code;Bulk code;Bulk size;Bulk size_FM;Priority;Packing line code;Packing ALT.;Packing loss rate;Packing production rate;Packing production rate with chane over;Eficiency of packing;Filling code;Filling ALT.;Filling loss rate;Filling production rate;Filling production rate with change over;Eficiency of Filling
STD;RR03;EB-PBE-MO1,14G;;;;;NOMINAL_LINE;VMP10;1;0;540;540;1;;;;;;
STD;RR03;EB-PBL-MO1,14G;;;;;NOMINAL_LINE;VMP10;1;0;540;540;1;;;;;;
STD;RR03;EL-EDCPBL-EM0.2GR;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR03;EL-LB-MO1,7ML;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;F-L01-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;F-L02-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;F-L03-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;F-L04-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;F-L05-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;F-L06-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;FT-FT-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;FW-FWN2-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;M-MN2-OMG;;;;;NOMINAL_LINE;VMP99;1;0;600000;600000;1;;;;;;
STD;RR01;MY-BBSLP-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BCLCLPA-W;;;;;NOMINAL_LINE;VMP10;1;0;840;840;1;;;;;;
STD;RR01;MY-BCLCLPB-W;;;;;NOMINAL_LINE;VMP10;1;0;840;840;1;;;;;;
STD;RR01;MY-BCLCLPC-W;;;;;NOMINAL_LINE;VMP10;1;0;840;840;1;;;;;;
STD;RR01;MY-BCLCLPD-W;;;;;NOMINAL_LINE;VMP10;1;0;840;840;1;;;;;;
STD;RR01;MY-BOCLCNB-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCLCPE-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCLCPI-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCLCVI-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCLPCS-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCLPML-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCLPPB-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCLPPMCB-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-BOCLPPTVB-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-BOCOCBMM-W;;;;;NOMINAL_LINE;VMP10;1;0;840;840;1;;;;;;
STD;RR01;MY-BOCOCBSC-W;;;;;NOMINAL_LINE;VMP10;1;0;840;840;1;;;;;;
STD;RR01;MY-BOCOCBSP-W;;;;;NOMINAL_LINE;VMP10;1;0;840;840;1;;;;;;
STD;RR01;MY-BPBBB-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-BRBMLP04-EM;;;;;NOMINAL_LINE;VMP10;1;0;1200;1200;1;;;;;;
STD;RR01;MY-CONSMULCA-EM;;;;;NOMINAL_LINE;VMP10;1;0;480;480;1;;;;;;
STD;RR01;MY-CUSCLCA-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-CUSCLCB-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-CUSCLCC-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-CUSCLCD-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-CUSCLCE-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-CUSCLCF-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-CUSCLCG-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-CUSCLCH-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-EBABBL-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-EBABBR-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-EBEXPMBD01-W;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-EBEXPMBD02-W;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-EBEXPMBD03-W;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-EBIPEM01-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-EBIPEM02-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-EBREPBL-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-EBREPBR-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-EBSMUEMA-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-EBSMUEMB-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-EBSMUEMC-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-EBTS-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-ELEDPBL-EM;;;;;NOMINAL_LINE;VMP10;1;0;1080;1080;1;;;;;;
STD;RR01;MY-ELEDPBR-EM;;;;;NOMINAL_LINE;VMP10;1;0;1080;1080;1;;;;;;
STD;RR01;MY-ESPRPBK-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-ESPRPGI-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-ESPRPNS-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-ESPRPPH-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FAEGH-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-FAIPLGH02-W;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-FBWMM01-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FBWMM02-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FBWMM03-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FCLCMA-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FCLCMB-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FCLCMC-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FCLCMD-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FCLCME-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FCLCMF-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FCLCMG-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FCLCMH-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FLLF01-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-FLLF02-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-FLLF03-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-FLLF04-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-FMCMB-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FMCMSC-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FMCMSS-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FMIAV-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FMILGT-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FMMBLU-EM;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-FMMCAC-EM;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-FMMCHAR-EM;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-FMMGRA-EM;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-FMMPO-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FMMRI-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FMMTTO-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FMPBTUWC-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FMRLN2-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FSAJ-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FSBSFS-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FTAN1-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-FTBSE-EM;;;;;NOMINAL_LINE;VMP10;1;0;180;180;1;;;;;;
STD;RR01;MY-FTBST-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FTSBFT-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FWAN1-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-FWBSACNE-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FWBSW-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FWCFW100-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-FWPHASN2-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FWRHMF-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FWRWSABHA-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-FWSBRDBL-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-FWSBRDBR-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-HBLAVG-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-LBLMMC-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LBLMOR-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LBLMPB-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-LBLMPR-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LBSR-EM;;;;;NOMINAL_LINE;VMP10;1;0;900;900;1;;;;;;
STD;RR01;MY-LBSTSPB-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LBSTSPC-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCLADC01-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-LCLADC02-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-LCLADC03-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-LCLADC04-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-LCLADC05-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-LCLADC06-W;;;;;NOMINAL_LINE;VMP10;1;0;300;300;1;;;;;;
STD;RR01;MY-LCM01-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM02-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM03-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM04-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM05-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM06-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM07-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM08-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM09-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM10-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM11-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM12-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM13-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM14-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCM15-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCUM01-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUM02-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUM03-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUM04-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUM05-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUM06-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUM07-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUM08-W;;;;;NOMINAL_LINE;VMP10;1;0;720;720;1;;;;;;
STD;RR01;MY-LCUSH01-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCUSH02-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCUSH03-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCUSH04-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCUSH05-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCVM09-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCVM10-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCVM11-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCVM12-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCVM13-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LCVM14-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LGS01-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LGS02-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LGS03-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LGS04-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LGS05-EM;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI01-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI02-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI03-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI04-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI05-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI06-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI07-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LIPEI08-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LLLS01-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LLLS02-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LLLS03-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LLLS04-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LNLCA-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LNLCB-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LNLCC-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LNLCD-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LNLCE-EM;;;;;NOMINAL_LINE;VMP10;1;0;360;360;1;;;;;;
STD;RR01;MY-LSLWCA-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCB-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCC-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCD-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCE-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCF-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCG-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCH-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCI-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCJ-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
STD;RR01;MY-LSLWCK-W;;;;;NOMINAL_LINE;VMP10;1;0;600;600;1;;;;;;
